qa_id,entity_type,entity_id,severity,issue_type,issue,recommended_action,status
QA-087781F349,Product,PRD-D968D7AB8E,High,Primary source missing,Thoracent / M.I.Tech BTB-187009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-00DC8D5275,Product,PRD-D9A63C6C45,High,U.S. regulatory/market status,ERBE 20132-255 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-1450D8A93F,Product,PRD-DA286027ED,High,U.S. regulatory/market status,ERBE 20402-200 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-ED6BA87970,Product,PRD-DA3218ED45,High,U.S. regulatory/market status,ERBE 20192-119 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-DB2C2B0A86,Product,PRD-DA396EF06D,High,U.S. regulatory/market status,ERBE 20183-100 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-D447C4FCE9,Product,PRD-DC7D6310BB,High,U.S. regulatory/market status,ERBE 20132-257 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-2A66833AC8,Product,PRD-DCA951086F,High,U.S. regulatory/market status,ERBE 20183-070 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-64C0590920,Product,PRD-DD4AFE7DE4,High,Primary source missing,Cardinal Health 8888560805 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-9781F97588,Product,PRD-DE4182B356,High,U.S. regulatory/market status,ERBE 20132-224 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-28B6D00CEF,Product,PRD-DF0AB82B2D,High,Primary source missing,Micro-Tech Endoscopy ST05-152.20.050 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-3D01B19135,Product,PRD-DF6218682C,High,Primary source missing,Thoracent / M.I.Tech BTB-168009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-CF9B31FB35,Product,PRD-E060DC2383,High,U.S. regulatory/market status,ERBE 20194-087 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-71ADE4FF15,Product,PRD-E088452873,High,Primary source missing,Medtronic 6CN75H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-237A636B90,Product,PRD-E0E5A0320D,High,U.S. regulatory/market status,ERBE 20196-119 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-02FCB290B1,Product,PRD-E27A6FA17A,High,U.S. regulatory/market status,ERBE 20196-060 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-C7740D3AB1,Product,PRD-E2A3EFD37E,High,Primary source missing,BD 50-7700 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E9A1583F58,Product,PRD-E4FE22C28D,High,U.S. regulatory/market status,ERBE 20183-053 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-186685C08B,Product,PRD-E5D003B78D,High,U.S. regulatory/market status,ERBE 20183-028 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-305821677B,Product,PRD-E907C0EB2E,High,Primary source missing,Ambu 478101000 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-A6D0292F82,Product,PRD-E91AF4A4B3,High,U.S. regulatory/market status,ERBE 20192-113 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-7E243E4642,Product,PRD-E94BC99DC8,High,U.S. regulatory/market status,ERBE 20196-115 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-096326F899,Product,PRD-E96FD33203,High,Primary source missing,Medtronic 126041 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-1B6D2014EC,Product,PRD-EA6F3E44C1,High,Primary source missing,TRACOE 331 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-9DFD85C730,Product,PRD-EB27F8D657,High,Primary source missing,Novatech 16903 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E5BFC20FB8,Product,PRD-EC8645595D,High,U.S. regulatory/market status,ERBE 20194-088 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-72510AEA8E,Product,PRD-EC8FB40FB0,High,U.S. regulatory/market status,ERBE 20132-249 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-68A6AAE4D8,Product,PRD-EE226986CB,High,U.S. regulatory/market status,ERBE 20183-047 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-A41BDB24DB,Product,PRD-EF96863018,High,Primary source missing,Thoracent / M.I.Tech BTB-148009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E067E19808,Product,PRD-EFB3CF2E71,High,Primary source missing,Thoracent / M.I.Tech BTB-183009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-523AEBD62C,Product,PRD-F008B12AC0,High,Primary source missing,Cook Medical G04226 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E412DCCB86,Product,PRD-F1632F4CEC,High,U.S. regulatory/market status,ERBE 20410-016 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-27F8D19872,Product,PRD-F1D5F37924,High,Primary source missing,Karl Storz 10318BK remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-1B23DA80D7,Product,PRD-F2C87C4908,High,Primary source missing,Ambu 477101000 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-31E27A89D2,Product,PRD-F351B4D76F,High,Primary source missing,Cook Medical G36224 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-660D2CC822,Product,PRD-F43B951B75,High,Primary source missing,Micro-Tech / Thoracent MED-194-NET remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-99921C3A5D,Product,PRD-F5AE18C06E,High,Primary source missing,Merit Medical TAPS-8F-10LT remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-879F69EC46,Product,PRD-F7FFFFA87F,High,Primary source missing,Cook Medical G55714 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-FBC419D2E6,Product,PRD-F80927CE1B,High,Primary source missing,Medtronic 125035 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-0ED5504792,Product,PRD-F8B8727229,High,Primary source missing,Cardinal Health 8888571042 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-4684D12A7B,Product,PRD-F980B28A34,High,Primary source missing,Thoracent / M.I.Tech BTB-165009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
